Review,Rating
"great location fine stay stay moore looks little sketchy outside, inside solidly average great value seattle outrageously priced hotels bizarre reason.we went stay open minded not expecting cleanliness great location, yes rooms spartan opted splurge room bathroom share, tub/shower fine old clawfoot tub cool, difficult regulate hot water got scorched couple times, initial staff dealt checking pleasant night clerk total jerk, pillows exceptionally flat came dinner approximately 10:30pm asked additional pillow bath towel, rolled eyes acted like asked jog block twice undies, complained slammed things storage area desk told nevermind make, responded snarky yeah just going motions, words just pretending look pillow, jerk, fine moore, location perfect room clean comfortable, imagine summer hot hell upper floors no air conditioning, probably fine summer got unexpected heat wave really uncomfortable,  ",4
"great location reasonable price stayed moore 2 nights prior alaska cruise trip, moore locates good location, walk pier pike place market downtown area easily, went jogging waterfront nice park enjoyed, walk ncl pearl pier 66 board ship nice walk downhill, location excellent price.the hotel not fancy clean, spend little bathroom instead sharing worth money, small tv no refrigerator drink, not problem walk buy stuff want nearby.this hotel good budget traveller wants stay near downtown area, way great time alaska ncl pearl fanstastic,  ",3
"decent location nice staff disappointing read reviews citysearch trip advisor moore hotel, called book shared bathroom queen room avail, lived/traveled europe year did n't think shared bath problem, fiance shared bathroom toilet shower entire floor stayed room 403, 25 rooms 1 bathroom, yes read correctly 25 rooms 2 people room bathroom, everytime day/night/6am/midnight/noontime tried use shower busy, paper-thin walls no shower toilet far room tiny room dirty sink room smaller-than-reserved-bed miserable, asked change rooms told, tried hotel seattle 150/night impossible, loved town stay hotel, passed homeless/drunk/druggie-looking types way hotel night sure n't felt safe 6'5 fiance arm, wanted warn experience try stay capitol hill belltown close downtown action/shops/mass transit far away enjoy locals seattle,  ",1
"funky boutique hotel different plain, no a/c small tvs minimalist decor, not fancy place right price budget-minded travellers.the biggest problems are:1. parking- hotel no parking no agreement local garages, wind parking nearby 20/day limited access car especially dark.2, neighborhood- blocks pike place market street little rundown little shady dark, street noise awake night summer.3, maintenance- hot water did not work bathroom sink elevator small noisy, 9pm use elevatorall things said not deny value hotel location, just prepared level amenities appropriate money,  ",3
"perfect, love old hotels, searching web place mini-family reunion pleased moore hotel, tell owners trying 1907 flavor, ceiling lighting fixtures cast iron bathtubs true hotel era, moore reminded hotels stayed europe, private sleeping rooms jack-n-jill bathroom 6th floor, room queen bed twin beds, beds comfortable, furniture basic budget hotel variety kept, closets huge, enjoyed looking windows different periods architecture area bits waterfront seen buildings, rooms basic clean, no air conditioning windows opened allow nice breeze, room fan, staff best, aimed, guided great eateries explained parking situation able stretch vacation dollars helped polish birthday cake cold stone creamery, room management hold luggage checkout time need, location great, blocks pike market blocks car rental office blocks mono-rail station took space needle seattle center, encountered homeless people area encountered parts seattle, none rude forceful, area hotel buzzes nightlife variety clubs area, plus birthday group needed celebrated cake ice cream, drawback encountered noise street, used portable radio white noise not bothered traffic sounds, definitely,  ",3
"great location clean rooms stayed june 3 nights, definitely no thrills place room fourth floor massive new carpet comfy bed clean sheets walk warbrobe sink, toilet shower room coridoor, refurb shower pressure great clean.it really close pike place pretty attraction walking distance depending far fancy walking, decor alittle dull nothing really bother, staff really helpfull friendly, location fairly safe did n't problems seatlle does fair share crazies pretty harmless.the bar door not normally home town popped cheeky cider ended chatting locals really cool little rough edges,  ",4
"noisy good value felt like weekend away wife kids wife kids honest- know wont read, chose seattle easy reach hometown vancouver.decided moore hotel downtown thrifty poor reading previous reviews suit budget, staying night-how bad be.on look place outside knew wasnt going buckingham palace.the lobby pretty spartan desk clerk duty pretty friendly-one guy check inwas turned away place full-so book ahead.was pleasantly surprised room-spacious clean.no frills no shampoo bar soap needs.the mattress felt like water bed spring touch floor hopped it.ok so125 kgs it-but crikey bed springs surely seen better days.ah tv-but wait no remote-125 kgs jumping change channels not on.a trip reception enquire whereabouts saidremote-shrug shoulders-our guests home know set tv cnn duration stay.off pike place market-a short jaunt hotel-fantastic location-a dubious characters major city.parked right road place offering spot 5-had car night la hoya/mayweather fight local sports pub-on return garage full-now, no problem-park street free-after 6 pmand sunday day free.saturday evening winding down-seattleites winding up-the noise level rises crescendo-its 2 a.m.a water pipe prominent celing floor fixture room not outdone comes life gurgle splutterand keeps 5. a.m hour seattlitesdecide time home.i nod fitful sleep.something hotel though-somehow quaintand pleasant obscene kind way.was sorry leave-or teh thought monday office looming large, place go-just catch sleepbefore,  ",3
"not bad price given central downtown location low price moore good value two-star, price not fancy adequate clean roomy, elevator hallways small dingy rooms fine, beds good tv sufficient channel selection telephone bathroom normal size adequate motel-type towels/face cloths soap no shampoo, no air conditioning small fan room barely sufficient, rural area did n't street noise bad hotel facing 1st, ave. expect city not objectional running fan white noise helps, definitely concur reviewers upper floor 5 higher definitely recommended, free internet service lobby, staff not overly helpful friendly provided acceptable service, best thing central location pike market good restaurants downtown sites free bus ride area,  ",3
"rudest people dont stay, despite fact cool hotel place sucks, desk nights run rudest people met, not problem room extremely rude not hear issue, dissapointed,  ",1
"terrible experience awful night stay, planned staying 3 dirty old hot, no a.c. met 2 policemen suggested safer place town, price n't, spend little lots advantages,  ",1
"good location inside room moore old place good section downtown seattle center pike place market, room street bit noisy no a/c windows open, switched night courtyard room reflected traffic noise, courtyard rooms surround moore theater not want stay concert night unless n't bed early, prefer budget hotels near seattle center,  ",3
"loved moore hotel, just got night stay moore hotel seattle, 65 night paid amazing deal, room 6th floor views bay, room large clean quiet somewhat dark staff friendly helpful, drawback clawfoot tub bathroom no decals bathmat not careful bit slippery, desk does not provide bath mats spend bucks, location really convenient just blocks pike place market easy walking distance pioneer square main shopping area location catch tourist buses cruises, metro bus 1.25 2.00 depending time day airport just blocks away, definitely stay seattle prices certainly afford,  ",4
"great location great price stayed moore nights right memorial day standard room 2 double beds private bath 7th floor 719, room huge sparsely decorated, bathroom average small large walk-in closet, no air conditioning norm seattle, room clean smell cleaning supplies entered room, desk service great recommended great places eat order delivery shuttle airport, free internet terminal lobby appreciated.the location great not walkable attractions middle downtown free bus zone n't walk n't want to.our room approximately 100 tax night, stay,  ",3
"best budget hotel seattle, reviews right best place location, easy walking distance, floor n't kept awake street traffic ca n't vouch lower rooms, reception friendly price great seattle.only negative points dingy little bathroom fairly small lift cares,  ",4
"surprising enjoyable stay, 3 hotels stayed trip seattle vancouver moore hotel expensive surprisingly best, room bare-bones comfortable, 7th floor room quiet windows open, immediate neighborhood devoid homeless beggers, guest wireless internet lobby, word advice sure lock deadbolt door leave room.like reviewer walked moore king street amtrak station, walking n't bad pretty far, mistake walking 1st walking virginia extremely steep hill, way hotel website misleading, picture shown moore theater not entrance hotel, hotel located 2nd ave middle stewart virginia, sign entrance hotel flat building not visible walking street, reached area 11 night totally confused hotel, maybe just tired.by way reviewers mention hotel couple blocks pike market, true extremely steep decline stewart virginia, save punishment knees walking 2nd ave pike street market, want good exercise walk uphill stewart hotel, majority market does n't start opening 10am takes 1/2 hour setup, 6pm pretty closed.i apologize mentioned coupon hotel,  ",4
"moore hotel greatest place charming quaint friendly, great location ca n't beat price 10 foot pole, love little shops block underpants jewelry toys stop shopping n't need practical- nitelite bar downstairs awesome,  ",5
"stay, stayed moore 3 nights- n't better time, building old extra charming loved staff wireless network, great location right pike place market moore theater lots cute little independant shops, nice views cheap n't believe, bar downstairs excellent decorations- check,  ",5
"moore best great practical hotel outstanding price, walking distance, great friendly staff, great price great location, room simple bathrooms claw feet tubs definately visit,  ",5
"incredible price better location, exhaustive online search booked moore hotel 22-24 2005 sister short shopping/sightseeing trip seattle, beautiful 3-hour drive vancouver canada arrived late check-in no problem greeted cool front-desk clerk accomodating, room 6th floor lovely view sound large comfortable impeccably clean bathroom complete creatively-folded towels just like caribbean, 69 night n't imagine better value major city especially given location walking distance pike place market amazing shopping great belltown restaurants, n't forget ask front-desk staff parking, directed parkade street 15/24 hours, city moore hotel,  ",4
"deal, picked moore basis reviews n't disappointed, great seattle location close, rates reasonable larger room immaculately clean spacious comfortable, does n't little things like shampoo hair dryers, knew brought, staff helpful provided internet access lobby check email, heat wave windows open fan provided management fine, stay anytime,  ",5
"great little place fantastic staff makes place excellent exceptional staff, bob ed, love, moore hotel situated stewart virginia 2nd ave. just block pike place, major attractions easy reach foot free downtown metro bus, n't pre-arranged transport bus 194 airport westlake center 2 blocks moore hotel, 30 minute ride 1.25, hotel currently renovation open fix rooms time, lucky newer ensuite rooms 5th floor 2 separate occasions 520 500. renovated rooms look kind eclectic clean spacious, rooms no air make quite warm summer borrow small fan desk, parking hotel 10 overnight gated night did not car overheard lady desk, parking hotel 3rd ave price, n't know way just ask desk tell tonnes suggestions places, no room service restaurants hotel no lack restaurants surrounding hotel, note restaurants/shops 1st ave/pike place close 6 pm weekdays not sure weekends, shops/restaurants westlake center close later 8.30 pm.i definately recommend hotel looking clean friendly place stay high downtown prices,  ",5
"miss, stayed hotel friend weekend 19th-21st september, stayed recommended friend book basis stay reasonable, definitely not case time, disappointing things weekend executuve hotel pacific placed room directly opposite elevators 5th floor, noise elevators guests returning home early hours morning loud usually heavy sleeper hear clearly night, cleaning staff racket morning difficult sleep past 7am.2.we specific online request small fridge room medications, obviously ignored online pleas checked, previously similar hotels offered small portable fridge/cooler exact purpose.3, air conditioning did work turn produced worrying burning smell turned not used weeks, tried open window stuck open cm try let cool fresh air stuffy room.4, bathroom small size n't main issue, shower head virtually no pressure toilet noisy time flushed hear toilets adjacent rooms quite clearly, old poor plumbing.5, suggested desk staff reasons said fully booked night change rooms second night, agreed, presented desk new room day new staff member stated nothing documented book room change booked not help, fact freely admitted just used room guest checked minutes overbooked rooms 4 guests check-in, not imagine reputable hotel does admits guests, glad check-out not returning hotel, time gladly pay extra dollars decent hotel room service,  ",1
"middle road not sure recommend hotel great old feel comfy beds not recommend terrible service desk staff dirty appearance bathroom, husband stayed weekend location hotel wonderful not perfect, condition hotel far perfect, headboards tears bathroom sanitary feeling room small paint coming baseboards places, feel like cosmetic changes make room appealing spending lot money hotel, nonetheless beds great tv nice conveniently placed feel nothing hisotric seattle, expecting breathtaking n't recommend hotel, simly need stay- suit fine,  ",3
"not recommend staying, staff routinely indifferent point rude, parking arrangement public garage hill corner remarkably inconvenient, mobility issues parking hotel challenging maneuver, rooms adequate not maintained cleaned particularly, hotel not bad easily better seattle, definitely,  ",2
"stay away dirty rooms stayed far better places seattle, room size prison cell window facing outside wall, quiet showered flushed toilet, plus seattle best coffee lobby right downtown, hotel limo expect pay 30 yellow cab, hotel staff helpful friendly,  ",1
"just right love old buildings old hotels, room corner floor, directly fabulous seattle public library, room perfectly small bathroom great, love old deep porcelain bathtub endless hot water, makes love room, one-piece modern sink stunning know, walked ferry thanksgiving, fyi known choose straight hill fourth avenue walk downtown hotel way, young daughter ended walking gauntlet single homeless illegal men sitting pier near marketplace, uncomfortable especially pulling luggage, n't highest vibration sure, addition ate great thanksgiving buffet dinner street sazerac restaurant located hotel monaco, delicious, lovely way spend holiday certain, like energy ambience old hotels adore hot baths excellent customer service stay executive hotel pacific downtown seattle, free wireless internet awesome,  ",5
"good location hotel located, rooms quite cozy comfy bed, bathroom fine said toilet flush really noisy likely wake half middle night.we did door adjcent room really gotdisturbed night door antics quick phone reception 3am soon sorted, real grip attitude reception desk manager forget charm brick, welcoming terribly polite having just arrived seattle vancouver shocked disappointed welcometo city, tip hotel management send guyon charm course maybe just somebody, ok hotel convenient town.cheers,  ",2
"enjoyed executive hotel pacific stayed hotel 2 nights, room clean small comfortable worked staff pleasant, cardio room eliptical bike treadmill think new, used small worked needs, looked new seattle library fantastic, walked remember downtown area free zone metro hop bus free zone, 2 beautifully sunny days seattle, fantastic place,  ",4
"cramped noisy overrated husband just stayed hotel mid-july horrible experience, not superior queen room incredibly cramped noises elevator guests rooms nearly impossible sleep night, hotel promises amenities wireless internet access rooms n't working, felt like paid place set sour tone beginning vacation, nights cancelled rest stay booked new hotel,  ",1
"comfy super location, place fabulous, room little small coming nyc no biggie no pun intended, bed linens really nice duvet cover king size pillows, shower fantastic provided bathrobe, think best ammenities congierge, provided colorful map city gave really good tips based interests, told efficient route wanted, thing n't crazy parking garage, little bit maze, did n't pay not sure fluke hotel validates parking, safe right door,  ",5
"nice small bathroom stayed hotel nights returned night leaving seattle, king size room actually large room bathrooms small times, sink tiny second time no room toiletries, overall room clean nice bed flat-screen tv, road noise street, parking 19 night privileges, good location,  ",3
"not designed business stayed 2 nights executive seattle business, rooms small expected boutique hotel, not prepared size bathroom, literally step stall shower close door, room obviously suite time door adjoining room blocked large tv hear word conversations neighbors having, hotel offers free wireless nice no desk work, bed amazing, comfortable, nice pillows, great comforter, air conditioning worked quite, seattle best coffee house lobby great bonus, plus ca n't beat location price.if complaints stay, sacrifice amenities price charm, minor compared quality service received hotel, prepared poor service called confirm late arrival answered phone plain hello instead announcing hotel, arrived 11:00 pm 2 young men counter moved hold door help bags, lobby steps elevator checking moved help bags stairs, literally stood desk watched struggle, housekeeping staff not better, room looked like just neatened not cleaned, room coffee pot not washed, carpet not vacuumed, hopefully owner hotel read review shape staff,  ",2
"great older hotel downtown location great especially qwest field seahawks game, staff friendly helpful, room small clean appointed, recommend quick overnights,  ",4
"small fine really really really small room old buildings like small, computers guest use wi-fi nice sitting room/business area, parking costs 8 day covered garage door, good location shopping waterfront, loved elliotts waterfront restaurant brooklyn restaurant, loved nordstroms, great time seattle,  ",3
"disappointing, approximately weeks ago husband dog repeat guests executive pacific plaza hotel quick business trip, just month prior stayed 5-days father son graduation great time, majority staff quite friendly inviting, price affordable rooms nice location amazing needs, challenge encountered reserved room asked nice reservationists confirmation directed e-mail forward fathers itinerary traveling california, assured occur did not, experience great talking property affordability location, needed return business selected property positive experience weeks prior, time booked reservation on-line party immediately receive confirmation itinerary travels exactly occurred, called property advance confirm arrangements informed bringing dog, confirm acknowledgement, arriving property mentioned returning just weeks previous visit acknowledged, assigned room entered not quite impressed, room located wing hotel end hallway rooms clustered hand written signs room doors stating painting, located floor previous room king bed queen, room small cramped view house workings systems not staying long not big issue, time checked needed leave event 5:00pm sound possibly paint sprayer did not cause discomfort, returned hotel approximately 11:30pm tired total 4-days travel early late events, slept just fine promptly 7:47am awaken sounds staff yelling forth, stopped 50 minutes began, decided time pack leave no big deal guess, husband took dog walk car continued prepare departure, came tell went car broken, contacted garage attendant told 17 level garage happens time, offered parking hotel, point weighing entire experience limited stay feeling quite disappointed decided share experience management, check asked nice desk attendant speak manager regards experience stated desk supervisor did wish speak general manager, told comfortable speaking comfortable share gm, said yes, went explain entire experience empathized added appeared apparent penalized booking party room assignment opportunity raised upgrade no chose quite confident hotel not 100 occupancy, stated new construction noise given option not bothered advance, did not argue facts, offered credit parking charge said credited room night charge paid, just insult injury point, say said treated better parking garage management graciously offered vacuum glass car window thief broke no charge let dog ini hotel management business past 10-years believe understanding point view patronage unappreciated.the hotel potential understand just recently changed ownership/management july, need remember just need make people feel special goes long way guest experience regardless things direct control.it weeks not follow-up hotel, experience disappointing,  ",2
"best location nice clean hotel low price, traveling budget want best location nicest room possible 100 place, older maintained hotel walking distance pike place market 1/2 mile way, located street new seattle central library, park car not use ready check, advantage city traffic parking problems.the competition price range cheap hotel chains comfort inn located freeway onramps need drive everything.note pacific plaza hotel does not parking lot does agreement attached parking garage discount price customers 18 day 10/05,  ",4
"good news/ bad news seattle just night opted location price lack air conditioning room quite uncomfortably warm large screened window ceiling bureau fan going speed, location prime walked right street wonderful tour seattle library walked street pike market street frye museum, staff pleasant, room pretty small adult couple teenage daughter, coffee shop lobby good quick continental breakfast,  ",3
"small good value spent nights pacific plaza not overly impressed hotel room perfectly adequate needed, bed quite comfortable pillows small bit squished, room contained queen-sized bed large upholstered chair medium dresser large television set, bathroom small clean fresh towels soap provided day, happy hotel price paid, enjoyed coffee shop main level visitor lobby complete free internet acessible computers wonderful, staff friendly majority guests, definitely stay,  ",4
"great deal great location, traveling stayed perfect, yes small like european hotels sleeping cares, charming unique, best clean, walking distance staff super helpful, n't someplace want cram family definite good deal travelers,  ",4
"better just got week seattle loved minute, pacific plaza good buy use improvement, 8th floor heat builidng rise room, room non-smoking internal ventilation draw smoke rooms, staff courteous helpful location good,  ",3
"happy hotel family husband toddler stayed week house hunting seattle, room located 23rd floor view space needle not facing i-5 water, felt lucky renovated room, sister family spent night 18th floor half-way renovated room, bathroom needed updating old, make sure ask renovated room, i-5 little noisy sleep, heating/cooling loud kept night.hotel staff helpful pleasant no matter hour, hotel food good.the hotel located bit away westlake pike place waterfront, got use walking hills n't bad, yes starbucks corner, nice local market located steet blocks quick walk, bank america atm inside.overall pretty happy hotel,  ",4
"good place stay stayed nights end august 2008. impressions n't great building looks little long tooth main highway lobby dated room large clean bathroom, hotel location n't bad easy walking distance downtown attractions steep hill doorstep tough negotiate evening meal, speaking food breakfast especially pancakes good, staff friendly helpful offered store bag weeks alaska,  ",4
"upgrade outdated arrived given junior suite marriott silver status, upgraded room joke, switches broken linens old bed sagged lcd tv sitting radiator not bed, addition nearly impossible king size bed no walking room, room away highway road noise bad, wife didnot sleep wink night, morning canceled 2 days reservation moved towneplace suites near airport, half price better renaissance, worst marriott stayed, stay away,  ",1
"alright check great let check early, requested got mini refrigerator, quite walking distance pike place, nice supermarket block away, room ok,  ",4
"dirty place, watch, limited english used, reading reviews sounds like complete different hotel stayed, stayed 9/12-9/15 room club level floor 26. say rooms needed updating understatement, not usually care decade style problem decades dirt cause room itch produce rash, case, everytime left room breath did not itch, return room began, carpet multi dark color did lot hide years goodness knows, did not dare walk barefoot, carpet tore doorway tiles loose bathroom, usually hotel remodels starts expensive room remodels long way off.beds beds nothing special, bathroom size closet forget closing door not possible.for need know friends requested handicap room wheelchair, no handicap room, regular room couple shower bars minumum legal requirement, not service personal check bar course spoke complete coherent english, need know want communicate housekeeping staff gift store, incredibly frustrating tell housekeeping leave extra towels draw pictures.the called parking garage unmanned entry completely unsafe, need know, dark shadowed underground exceptionally tight spaces, elevators not clear, actually enter doorways stairs flight reach elevator places, stairways believe town, careful check breeze check, english speaking folks hidden, bar course want money aggrevating you.however note credit card charged twice entire stay having worst time resolving issue, reason feel compelled connecting desk hotel, folks not billing, trying 2 days,  ",1
"great deal priceline bid win, live vancouver bc spend weekends seattle, having used priceline price function times happy renaissance, nicer crowne plaza red lion waaaay better sketchy holiday inn express stuck priceline.the renaissance lobby lovely staff friendly rooms large clean comfortable pool gym nice location convenient, stay walk pike place crocodile space needle times stay, people n't like walk bit far space needle area stop nitelite halfway drink hotel parking atrocious use going bumbershoot n't want waste time coming car, normally use street parking-it plentiful close hotel free evenings/sundays/holidays.i pay 260 dollars night place nights booked coming weekend payed 258 dollars instead 700+ website, labor day/bumbershoot weekend hotels scarce, seattle expensive hotel town, moore costs pay renaissance budget boutique hotel.it good deal,  ",4
"great location friendly staff comfortable beds got great deal priceline 100/night treated paid price, room nice comfortable beds complimentary coffee cocoa nice start day, location makes easy sites hills make walk little bit exercise, grayline shuttle sea tac drops hotel inexpensive, ate bar night good food reasonably priced ate restaurants water, victoria clipper 2 10 tip, definitely stay,  ",4
"yuck, stayed hotel nights earlier month, stayed number renaissance hotels states europe happy, read reviews surprised mixed report felt worth risk trying use remaining marriott points free stay category 5 hotel bad, shocked, room straight 70s earlier, worn carpet worn furniture ancient bathroom, satisfactory no mood different hotel thought, tried use internet, sorry just sucks hotel, hours work online transfer files, slower old fashioned modem remember, spent hour phone internet dept kept claiming people hotel sharing files overloading network did make slightly better, took night files transfer hotel, comparison work days earlier westin canada hour, totally unacceptable, tried luck wireless neighboring hotel instead absolutely no way convinced return hotel,  ",2
"nice hotel, good check fast staff friendly, breakfast cafe good expensive.the rooms clean beds comfortable, hotel centrally located walking distance quite attractions, 12 year old son loved indoor pool, floor great views, hung night.the bad, traffic east freeway terrible, 23rd floor hear night, n't request room change light sleeper bother you. 23.00 night parking ridiculous, stay got good deal,  ",4
"worst hotel experience thinking booking room hotel just n't, traveled seattle 3 work colleagues seminar, booked room priceline asking 3-star hotel downtown seattle got reservations renaissance supposedly 4-star hotel, disaster half got rooms i-5 freeway building, noise bad large container trucks rumbling night switch rooms, earplugs did n't help block noise, rooms pretty shabby scratched damaged furniture, complained management asked switch rooms told priceline rooms discounted rooms n't expect quality paying guests, ended having pay extra 25 night just adequate rooms.the half group got rooms hotel, construction going early morning quite late night, rooms terribly noisy earplugs cut noise.the staff acted like complaints guests not able sleep noise old news did n't want hear, acted indignant dare complain extremely rude dismissive.also ice machines broken floors search 3 floors working no attempt fix, no minibar mini refrigerator rooms, spot refigerator used removed all.the renaissance bills 4-star hotel, rating based solely hotel lobby 3 stars, based shabby rooms noise lack service rude staff stretched 1 star stay renaissance hotel,  ",1
"enjoyed stay stayed hotel nights, water temperature shower barely luke warm calls desk problem fixed, staff friendly restaurant breakfast buffet nice, huge storm hardly noticable tv reception n't big problem, overall happy accomodations stay,  ",2
"nice hotel friendly staff no problem checking parking reviews suggested, hotels seattle charge parking went expecting, parking garage clean lit equipped elevator lobby hotel.the staff friendly met request smile, morning beverage option nice touch kids enjoyed, rooms clean maintained, wish pool larger tended kept comfortable temp, location convenient long n't walking, surely stay,  ",4
"stay tonight, slept wonderful, love comforters double sheets, kids loved indoor pool morning hot chocolate, left upscale shower samples not typical brands, got room service dinner nights n't terribly expensive actually tasted good, parking does cost 21 bucks parking just expensive seattle, got great deal room did n't feel bad extras, paid extra internet room bucks day internet long distance phone calls, definitely stay,  ",5
"great business hotel stayed hotel times year business really good experience overall, staff members encountered friendly desk staff staff members encountered elevators, rooms immaculate hotel well-maintained, room service quick complimentary beverage service morning great, location walking distance tons restaurants shopping, thing so-so thing restaurant food service italian restaurant inside hotel, prices average service slow recommend checking restaurants area eating, n't restaurant particularly bad just lot better restaurants close walking distance.all great place stay business use marriott points long weekend,  ",5
"great service probably half star star hotel, guest services outstanding employees ask needed help walking getting hotel desk, ate hotel cafe 2nd floor quick bite checking steak sandwich tender tasted, hot water bathroom instant towels nice, paid 100 night priceline think parking hotel 21 dollars night.feel free ask questions,  ",4
"stayed saturday night stop flying home day, floor overlooking expressway, hear noise, restaurants walked square 4 blocks hotel nothing open 2000 saturday hotel restaurants decided not good choice, bed comfortable, today checking bank statements unexplained 104 charge credit card, real test phone calls correct mistake really just hotel, nothing special bit isolated close expressway,  ",3
"expect saw rate online sites werent planning stay got group rate 129 room worthwhile certainly wouldnt pay seen rate 199.the room clean spacious comfortable, really great view city.the service friendly, desk pretty slow hotel fully booked busy.the pool pleasant restaurant expect renaissance.the hotel hill fairly steep climb cheap taxi ride didnt feel like walking,  ",3
"happier reservation hotels minute taxes paid 200 room, free coffee hot chocolate request wake-up, stayed similar boutique-style hotels cities in-room coffee fan bathroom non-chipping tiles bathroom, personally not recommend hotel desk personnel helpful reasonably friendly, bell personnel left waiting 90+ weather half hour said right car,  ",2
"bad vibrations short version air conditioning hotel builds harmonic modulating vibration ducts coming basement, room air returns coming 2 minute buildup release noise drove nuts, figured nicely moved room realize problem probably hear rooms loud did not drive nuts low level, liked open windows hotel right i-5 continuously traveled types vehicles quite loud windows open not.the normal level great marriott service pleasant not stay facility changes air,  ",2
"checked early wo n't stay room dirty checked food substances carpet, late night let, got evening no maid service n't provide maid service stay week, furnishings cheap room small simply not worth price, motel 6 masquerading pricier simply not worth,  ",2
"parking fee stinks, husband booked room year half ago wonderful view city lights, unfortunately gotten 11 p.m. did n't chance, wanted thrilled got great deal priceline days ago looked forward nice time weekend.at check-in parking car lot informed park hotel pay 19 night car, told expensive places park area total lie way day walking area, probably checked ahead time honestly ca n't remember time hotel renting room does n't free parking greatly reduced stay, bad customer service.the woman checked not friendly barely polite maybe did n't pay 160 night like offer website 11th floor freeway view, quite noisy not pretty, disappointing, requests ahead time king bed non-smoking room taken care double check check-in.one good thing offered complimentary hot chocolate wakeup tasty, stay closer home affordable hotel does n't stiff parking time,  ",2
"fine hotel stayed august 2004 hotel better expected, hotel internet no experience seattle environs, renaissance sits atop hill suppose nearly mile seattle straight walk seafront, walking different matter n't stay not walk hills b n't want pay taxi fare hotel cost 5 7 usually, hotel extremely comfortable small pool 28th floor gym staff extremely friendly, nicer hotels stayed,  ",4
"overpriced got friends family discount room way overpriced, location great walking various places city room tiny, no idea hilton insists making people pay internet access especially room expensive, not particularly impressive,  ",3
"better previous reviews suggest stayed downtown hilton recently nights conference, apprehensive stay given negative reviews travellers, positive experience stay did not use exercise facility business features, suggestion requested upper floor room view puget sound, quite pleasant, room clean quiet little small, bathroom amenities quite nice, ordered room service stay food excellent arrived ordered, additonally lobby bar pleasant understated, not sure hotel good value rate discounted conference served quite nicely,  ",4
"horrible customer service worst hilton possibly worst hotel, trying review guidelines feel important people know kinds business practices ran into.we stayed hilton nights second night having wedding reception hilton.all booking went smoothly room decent exectutive sweet not overpriced got discount having reception there.the problems arrived later reception short summary things happened.-elevators having issues night.-myself reception stuck lobby n't reception elevators not working key card given not working up-the dj closing party early party no staff locking room not allowing entrance gather belongs use reception room additional hour half booked contract-a hilton staff member challenging fist fight telling hit got aggravated insisted let up.-having head security apologize actions said staff member.-finally getting executive suite stay rest night.-having police wife assaulted hilton staff member tried fight putting hand getting security apologized us.-after police left hearing story hour later long elevators broken night manager security officer showed kick mentioned assault glad arrest n't made.-after threatening lawyers involved breach contract told stay.-getting 15 minutes later night manager apologize told work sort discount trouble.-waking morning finding double charged room parking vehicles not ours.-dealing people nice saying work getting charges reversed right back.-finding hilton additional charges not outlined contract consent-being told willing reverse small portion charges staff says story false.so end breached contract refused credit, not sure action burned abuse received,  ",1
"agree worst hilton, absolute worst hilton stayed, gold hh members travel lot absolute worst hilton world, leg week vacation 10 year old daughter took hilton properties south lake tahoe ca way whistler bc, rate hiltons excellentfirst charge 9.95 night use internet room, free wireless internet available executive lounge small converted guest room lobby, went executive lounge comical, business people packed elbow elbow laptops using free internet eating drinking free food, sight, sure de-congest executive lounge did n't charge internet stayed hilton honors floor noticed dirty dishes newspapers hall n't picked days there.the excercise room size walk closet treadmills stepper jammed there.the people provided sort customer service bellmen, desk personnel management delt no customer service skills.my car parked hilton garage window smashed car ransacked, hilton security simply left business card smashed window took time sweep glass ground, discovered hilton security knew car broken let sit smashed window days, did notify, no, series failures hilton staff touch seattle hilton director security, asked n't notified car broken, response not policy not parking manual, hilton honors stated gm contact monday, wednesday no response, finally drafted lenghty letter hilton corporate hq regarding seattle hilton,  ",1
"perfect convention property stayed april 7 11. attended conference held hotel.this property great location downtown seattle easy walking distance pike place market pacific place shopping convention center monorail space needle, older property way guess slightly smaller bedroom bathroom sizes narrow corridors floor levels small number rooms floor, walls tiles linens furnishings clean modern presenting nice decor, bathrooms equipped crabtree evelyn le source toiletries favorite, start floor 14 run floor 28 restaurant 29th floor, elevators provided smooth speedy service, plus access guest floor room key required helping make single traveler feel safe.the meeting rooms spacious hotel staff kept refreshments aplenty.breakfast lunch day restaurant unexpected gourmet treat elegant normally required informal meals, restaurant spectacular view puget sound sky clear olympic mountains, view easily seen seating area.the bar area menu did n't eat bar large cozy decor.the concierge friendly helpful, night reservation cutter restaurant making sure restaurant provide complimentary transportation return hotel, restaurant given appetizer courtesy concierge, needed 4:15am town car pick airport day concierge booked company saving 15 affordable transportation internet.my disappointment business center small 6 fee use, hotels offer complimentary service, maybe seattle hilton change soon, thanks great nights slept,  ",5
"good location average rooms great exec lounge stayed daughters downtown hilton property night holiday weekend, nice view bay buildings got way, desk staff polite helpful did treat older guests little disrespect, parking joke 26.00 nite, positive executive lounge little cramped offered free drinks appetizers everynight 5 9pm exec concierge helpful, dinner salty included complimentary limo ride hilton big win kids, stay points business money look booking,  ",3
"stay plenty nice hotels seattle, not, terrible stay bellman lost luggage phones did n't work dirty sheets letter manager answered acknowledged, better staying,  ",1
"average facilities need overhaul feel dated, service ok. reason stay good rate need central location,  ",3
